review,rating,date,bank,source,sentiment_label,sentiment_score,themes
it is good but have so much problem ...even it say not compateble to your phone...it not easy for work ..,1,2025-02-20,DASHEN,Google Play,negative,-0.7292,"Customer Feedback, UI & Usability, Functionality"
dashen bank atm,5,2025-02-20,DASHEN,Google Play,neutral,0.0,"Customer Feedback, App Source"
good banking app,5,2025-02-17,DASHEN,Google Play,positive,0.4404,"Customer Feedback, UI & Usability, App Purpose"
stay hamble,5,2025-02-14,DASHEN,Google Play,neutral,0.0,Uncategorized
ይሄ አሪፍ,2,2025-02-12,DASHEN,Google Play,neutral,0.0,Uncategorized
good app i like it but still i am confused because i cannot use prperly so please check the app,3,2025-02-12,DASHEN,Google Play,positive,0.5771,"Customer Feedback, UI & Usability, Functionality"
very slow and it seems it needs update everytime,1,2025-02-12,DASHEN,Google Play,neutral,0.0,"Login & Access, Transaction Speed, Feature Request"
open app amole dashin,5,2025-02-10,DASHEN,Google Play,neutral,0.0,"Transaction Speed, UI & Usability, Functionality"
akiliua,5,2025-02-10,DASHEN,Google Play,neutral,0.0,Uncategorized
perfiekt,5,2025-02-10,DASHEN,Google Play,neutral,0.0,Uncategorized
help,5,2025-02-08,DASHEN,Google Play,positive,0.4019,Uncategorized
a very fast mobile banking app,5,2025-02-07,DASHEN,Google Play,neutral,0.0,"Customer Feedback, Transaction Speed, UI & Usability, App Purpose"
it's nice and easy to use,5,2025-02-07,DASHEN,Google Play,positive,0.6908,"Customer Feedback, UI & Usability"
nice app,5,2025-02-07,DASHEN,Google Play,positive,0.4215,"Customer Feedback, UI & Usability"
good app i used it always,5,2025-02-07,DASHEN,Google Play,positive,0.4404,"Customer Feedback, UI & Usability, Functionality"
it is very very slow pls update,2,2025-02-06,DASHEN,Google Play,positive,0.2125,Feature Request
very slow and it seems that every update something else is not working. the latest update doesn't allow me to use biometrics anymore and maximum daily transfer to telebirr is 5k?!,1,2025-02-04,DASHEN,Google Play,negative,-0.2401,"Transaction Speed, UI & Usability, Feature Request, Functionality"
good app amole wonderful,5,2025-02-01,DASHEN,Google Play,positive,0.765,"Customer Feedback, Transaction Speed, UI & Usability"
this app needs many modifications. it takes long time to log in to the account. it is not as fast as cbe. please update it🙏🙏🙏,1,2025-02-01,DASHEN,Google Play,positive,0.3182,"Login & Access, App Source, UI & Usability, Feature Request, Developer Feedback, Transaction Speed"
"the app is cool, but unlike other banks they don't provide a receipt for mobile banking transactions, which makes it useless for payments that require receipt",2,2025-01-31,DASHEN,Google Play,negative,-0.4678,"UI & Usability, Feature Request, Transaction Usage, Functionality, Customer Feedback, App Purpose"
i am glad to customer with you .i have plan to use dube ale and amole.,5,2025-01-27,DASHEN,Google Play,positive,0.4588,"Transaction Speed, UI & Usability"
wow that's awesome,5,2025-01-27,DASHEN,Google Play,positive,0.8636,Uncategorized
i cant choose select an account,1,2025-01-26,DASHEN,Google Play,neutral,0.0,Developer Feedback
good👍,5,2025-01-22,DASHEN,Google Play,positive,0.4404,Customer Feedback
we needs modification at all !,1,2025-01-14,DASHEN,Google Play,neutral,0.0,"Login & Access, Feature Request"
it was good at first but now the system is very bad.please try to fix it.,1,2025-01-14,DASHEN,Google Play,positive,0.2382,"Customer Feedback, Negative Feedback, Functionality"
generic error how tofix,4,2025-01-06,DASHEN,Google Play,negative,-0.4019,Functionality
fast and suitable to learn.,5,2025-01-04,DASHEN,Google Play,neutral,0.0,Transaction Speed
"the app is extremely slow, often stuck on the logo. security is poor, requiring only username/password. this allows unauthorized transactions. a large company like yours needs stronger security, such as two-factor authentication. the app's speed lags significantly compared to others. numerous updates are needed to improve performance and security. currently, it's a frustrating and time-wasting experience.",1,2025-01-03,DASHEN,Google Play,positive,0.5325,"Login & Access, UI & Usability, Feature Request, Transaction Usage, Functionality, Customer Feedback, Transaction Speed"
sometimes it's soo slow,3,2025-01-01,DASHEN,Google Play,neutral,0.0,"Transaction Speed, Feature Request"
the best app i used always,1,2024-12-31,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability, Functionality"
amole apk is ..... it's very good apk . please used amole apk,5,2024-12-29,DASHEN,Google Play,positive,0.6697,"Customer Feedback, Transaction Speed, UI & Usability, Functionality"
fast and secure app,5,2024-12-23,DASHEN,Google Play,positive,0.34,"Transaction Speed, UI & Usability"
i am new for this app let me to use and i will rate 5 star while i get satisfie,3,2024-12-17,DASHEN,Google Play,neutral,0.0,UI & Usability
yeb,5,2024-12-12,DASHEN,Google Play,neutral,0.0,Uncategorized
good ait service!,5,2024-12-09,DASHEN,Google Play,positive,0.4926,"Customer Feedback, Customer Support"
sisay mustefa abani,5,2024-12-09,DASHEN,Google Play,neutral,0.0,Uncategorized
"it can't load, even in a fast network connection. this app is so bad that it needs fixing",1,2024-12-05,DASHEN,Google Play,negative,-0.6696,"Login & Access, Negative Feedback, UI & Usability, Feature Request, Functionality, Transaction Speed"
the best mobile banking in ethiopia 👍👍,5,2024-12-03,DASHEN,Google Play,positive,0.6369,"Customer Feedback, App Purpose"
thnk you,5,2024-12-02,DASHEN,Google Play,neutral,0.0,Uncategorized
i like this app b/c it has many options and easily useable,5,2024-11-29,DASHEN,Google Play,positive,0.5994,"Customer Feedback, UI & Usability, Functionality"
its nice but it does not have speed it requires a lot of patience it will not be for a problem,3,2024-11-28,DASHEN,Google Play,negative,-0.3919,Customer Feedback
it is better if he blinks (ከንግድ ባንክ666).,5,2024-11-28,DASHEN,Google Play,positive,0.4404,UI & Usability
naysssss,5,2024-11-27,DASHEN,Google Play,neutral,0.0,Uncategorized
it's good,3,2024-11-21,DASHEN,Google Play,positive,0.4404,Customer Feedback
big love,5,2024-11-20,DASHEN,Google Play,positive,0.6369,Uncategorized
please decrease app size,4,2024-11-09,DASHEN,Google Play,positive,0.3182,UI & Usability
it's great,5,2024-11-08,DASHEN,Google Play,positive,0.6249,Customer Feedback
alem zeleqe,3,2024-11-08,DASHEN,Google Play,neutral,0.0,Uncategorized
❤️,5,2024-11-08,DASHEN,Google Play,neutral,0.0,Uncategorized
great financial app,5,2024-10-28,DASHEN,Google Play,positive,0.6249,"Customer Feedback, UI & Usability"
deshan bank,5,2024-10-27,DASHEN,Google Play,neutral,0.0,Customer Feedback
"still in love with it but while the app start to open, it takes time pls upgrade & fix the bug.",5,2024-10-22,DASHEN,Google Play,positive,0.4678,"Transaction Speed, UI & Usability, Functionality"
it's such an amazing app. truly dashen bank is always one step ahead of other banks in 🇪🇹 👍,5,2024-10-16,DASHEN,Google Play,positive,0.7717,"Customer Feedback, UI & Usability, App Source"
best app for all users.,5,2024-10-02,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability, Functionality"
i ilke very much,5,2024-09-25,DASHEN,Google Play,neutral,0.0,Uncategorized
"the app suffers from severe performance issues, particularly with response times. the backend seems to have high latency, as the otp generation and delivery process consistently delays, even after the server acknowledges that it has been sent. api requests frequently fail, returning non-descriptive error messages that lack proper exception handling, making it difficult for users to understand the issue. i know you will gonne say""ehe yedekem hzb teche alteche"", but that it.",1,2024-09-12,DASHEN,Google Play,negative,-0.81,"Transaction Speed, UI & Usability, Feature Request, Functionality"
"the security, cool, every time otp!! the ui, let's not talk about the ui, but how the heck it says ""offline mode is not available"" something like that, when i enter more than the max amount to transfer. fellas i am a web dev, this is bad ux. it needs update on the ux. will see the ui later.",3,2024-09-10,DASHEN,Google Play,negative,-0.8126,"Login & Access, Negative Feedback, Feature Request, Customer Feedback, Transaction Speed"
select from sending account option not working when trying to send to other banks,2,2024-09-08,DASHEN,Google Play,neutral,0.0,"Customer Feedback, Developer Feedback, Functionality"
it's not working,1,2024-09-08,DASHEN,Google Play,neutral,0.0,Functionality
nice app,5,2024-09-07,DASHEN,Google Play,positive,0.4215,"Customer Feedback, UI & Usability"
የአንደኛ ቀዳሚ ምርጫችን ዳሽን ባንክ ሁልጊዜ አንድ እርምጃ ቀዳሚ። የአሞሌ አስጠቃሚ።,5,2024-09-03,DASHEN,Google Play,neutral,0.0,Uncategorized
በጠም ውደድኩት ስህተት ከለው በጠም መዝገቱ ደስ ብሎኛል,5,2024-08-24,DASHEN,Google Play,neutral,0.0,Uncategorized
🔥,4,2024-08-24,DASHEN,Google Play,negative,-0.34,Uncategorized
"although the application is good, but, it is difficult to get out. the app does not work to get out with the back cursor . fix it quickly.",1,2024-08-22,DASHEN,Google Play,negative,-0.3182,"Customer Feedback, UI & Usability, Functionality"
go,3,2024-08-21,DASHEN,Google Play,neutral,0.0,Uncategorized
"i like thise app it is smart app,but when i make one mistake it will automatically block",5,2024-08-15,DASHEN,Google Play,neutral,-0.0258,"Customer Feedback, UI & Usability, Feature Request"
suaud,5,2024-08-05,DASHEN,Google Play,neutral,0.0,Uncategorized
wenderfull,5,2024-08-03,DASHEN,Google Play,neutral,0.0,Uncategorized
nice app in ethiopia,5,2024-08-01,DASHEN,Google Play,positive,0.4215,"Customer Feedback, UI & Usability"
simply the best,5,2024-07-26,DASHEN,Google Play,positive,0.6369,Customer Feedback
very nice mob app,3,2024-07-26,DASHEN,Google Play,positive,0.4754,"Customer Feedback, UI & Usability"
"i hate this app stack and blackscreen not open as required ,normaly i resigned my job do to this app b/c our salary are depoite by dashen bank",1,2024-06-28,DASHEN,Google Play,negative,-0.6908,"Customer Feedback, UI & Usability, App Source, Functionality"
wow very nice app,5,2024-06-22,DASHEN,Google Play,positive,0.7841,"Customer Feedback, UI & Usability"
telebirr agent deposit is not working until now. please fix it. fix it fast.,5,2024-06-19,DASHEN,Google Play,positive,0.3182,"Transaction Speed, Functionality"
the developers have incorporated biometric login which has made the app very convenient and user friendly. i will now increase my rating as promised,5,2024-06-15,DASHEN,Google Play,positive,0.7906,"Customer Feedback, UI & Usability, Functionality"
memekaye miliyoon girmaa,3,2024-06-14,DASHEN,Google Play,neutral,0.0,Uncategorized
this app is 🤩,5,2024-06-12,DASHEN,Google Play,neutral,0.0,UI & Usability
be adjusted this app is not available anytime,5,2024-06-11,DASHEN,Google Play,neutral,0.0,"Transaction Speed, UI & Usability"
super app,5,2024-06-10,DASHEN,Google Play,positive,0.5994,UI & Usability
"very poor app! it locked my out without any reason, does not have any conformation or screenshots . and delay when opening of the app. it is just time wasting.",1,2024-06-09,DASHEN,Google Play,negative,-0.8264,"Transaction Speed, UI & Usability, Functionality"
best app....,5,2024-06-06,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability"
wow amole,4,2024-06-03,DASHEN,Google Play,positive,0.5859,Transaction Speed
we,1,2024-06-01,DASHEN,Google Play,neutral,0.0,Uncategorized
tye app is mostly good but you should make it be able to save usernames instead of typing every time i want to login,4,2024-05-31,DASHEN,Google Play,positive,0.7717,"UI & Usability, Feature Request, Functionality, Customer Feedback, Transaction Speed"
"it's good enough. but, there is slowing in beginning of the app....",5,2024-05-24,DASHEN,Google Play,positive,0.2382,"Customer Feedback, UI & Usability, Feature Request"
"good for safety,take long way though",5,2024-05-22,DASHEN,Google Play,positive,0.4404,Customer Feedback
😘,5,2024-05-20,DASHEN,Google Play,positive,0.4215,Uncategorized
bad app that not helping me the is not login,1,2024-05-18,DASHEN,Google Play,negative,-0.6584,"Negative Feedback, UI & Usability"
best after removal of screelock password,5,2024-05-13,DASHEN,Google Play,positive,0.6369,Customer Feedback
"i really don't get how this is the lite version and it is bigger than the og app, ah well it is what it is ig ¯⁠\⁠_😂_⁠/⁠¯",5,2024-05-10,DASHEN,Google Play,positive,0.0516,"UI & Usability, Functionality"
"dashen bank is the gold standard of banking in ethiopia! the mobile app makes banking convenient and efficient. plus, the branch services is top-notch, with staff always ready to assist with a smile.",5,2024-05-10,DASHEN,Google Play,positive,0.7959,"App Source, Customer Support, UI & Usability, Feature Request, Customer Feedback, App Purpose"
ማይ,1,2024-05-09,DASHEN,Google Play,neutral,0.0,Uncategorized
doesn't work most of the time,1,2024-05-09,DASHEN,Google Play,neutral,0.0,"Transaction Speed, Functionality"
that is awesome,5,2024-05-01,DASHEN,Google Play,positive,0.6249,Uncategorized
"it's so boring.... i don't wanna say this but this app so tough to take action. it's take long time and also it's conditional mostly it's not available, in 1 day it's work for 1 or 2 hour .... this bank so huge but de app it's not enough to define your exellence",1,2024-04-30,DASHEN,Google Play,positive,0.1787,"Customer Feedback, Transaction Speed, UI & Usability, Functionality"
jafare has fyguhfiwudgg,5,2024-04-25,DASHEN,Google Play,neutral,0.0,Uncategorized
it's fine,5,2024-04-20,DASHEN,Google Play,positive,0.2023,Uncategorized
this app is very good nice app people please use this app 😃☺️☺️,5,2024-04-20,DASHEN,Google Play,positive,0.9439,"Customer Feedback, UI & Usability"
wow amazing platform 🙏,5,2024-04-17,DASHEN,Google Play,positive,0.8225,UI & Usability
"i tried to log in twice and locked me out. i tried to email them, but no one responded 🙃 please respond to our email back",1,2024-04-12,DASHEN,Google Play,neutral,0.0387,Uncategorized
why dont update,5,2024-04-06,DASHEN,Google Play,neutral,0.0,"Feature Request, Functionality"
this app is so good and its an interesting,3,2024-03-29,DASHEN,Google Play,positive,0.7537,"Customer Feedback, UI & Usability"
the best easy banking app ever @ ethiopia,5,2024-03-26,DASHEN,Google Play,positive,0.7964,"Customer Feedback, UI & Usability, App Purpose"
amole lite wow its more easy for use and more secured. i really its one step a head,5,2024-03-25,DASHEN,Google Play,positive,0.8746,"Transaction Speed, UI & Usability"
excellent and easy to use.,5,2024-03-25,DASHEN,Google Play,positive,0.765,UI & Usability
it's good app i'm using it right now but after it have installed doesn't work fastly and again goes to update..plc fix the problem..,3,2024-03-23,DASHEN,Google Play,negative,-0.3818,"UI & Usability, Feature Request, Functionality, App Platform, Customer Feedback, Transaction Speed"
it's good app,5,2024-03-22,DASHEN,Google Play,positive,0.4404,"Customer Feedback, UI & Usability"
very secured app but after the last update it takes long time to start .pls minimize the start time ppl might have no patience to wait more than 30 seconds just for the app to open ..,5,2024-03-22,DASHEN,Google Play,negative,-0.0909,"Transaction Speed, UI & Usability, Feature Request, Functionality"
i don't know why i have been stuck with other mobile banking systems when all i needed was amole... i loved it,5,2024-03-22,DASHEN,Google Play,positive,0.4404,"Login & Access, Functionality, Customer Feedback, Transaction Speed, App Purpose"
special for me,5,2024-03-21,DASHEN,Google Play,positive,0.4019,Uncategorized
baset app,5,2024-03-20,DASHEN,Google Play,neutral,0.0,UI & Usability
it is good app,4,2024-03-19,DASHEN,Google Play,positive,0.4404,"Customer Feedback, UI & Usability"
nuuroo usmaan gaamilcom,5,2024-03-18,DASHEN,Google Play,neutral,0.0,Uncategorized
very good app,5,2024-03-17,DASHEN,Google Play,positive,0.4927,"Customer Feedback, UI & Usability"
student,5,2024-03-17,DASHEN,Google Play,neutral,0.0,Uncategorized
please apply!cardless cash out system🙏,2,2024-03-17,DASHEN,Google Play,positive,0.3802,UI & Usability
it has a lot of options but it is a slowe while opning by biometric,2,2024-03-17,DASHEN,Google Play,neutral,0.0,"Feature Request, Functionality"
the last update is not working correctly so i stop using this app betam huwala ker new dashen bank needs to work on its digital app teams,5,2024-03-17,DASHEN,Google Play,negative,-0.3566,"Login & Access, App Source, UI & Usability, Feature Request, Functionality, App Platform, Customer Feedback"
how to use application,5,2024-03-17,DASHEN,Google Play,neutral,0.0,UI & Usability
cooooolllllll,5,2024-03-17,DASHEN,Google Play,neutral,0.0,Uncategorized
i prefered you b/cs your service charge is very fair.,5,2024-03-16,DASHEN,Google Play,positive,0.3804,Customer Support
excellent app and easy to use every where.,5,2024-03-16,DASHEN,Google Play,positive,0.765,UI & Usability
ተመችቶናል,4,2024-03-16,DASHEN,Google Play,neutral,0.0,Uncategorized
the best app,5,2024-03-16,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability"
well done dashen bank.,4,2024-03-16,DASHEN,Google Play,positive,0.2732,"Customer Feedback, App Source, Functionality"
በጣም አሪፍ ነው,5,2024-03-16,DASHEN,Google Play,neutral,0.0,Uncategorized
"the ui/ux experience is already good, but some minor tweaks in font sizes and color can take it to the top-notch level. imagine the sheer joy and satisfaction your users will feel when they see the polished and refined interface you've created for them. don't miss the opportunity to impress them even more with these simple yet impactful changes.",5,2024-03-12,DASHEN,Google Play,positive,0.9434,"Customer Feedback, Transaction Speed, UI & Usability, Functionality"
i m the one here in dashen bank,5,2024-03-06,DASHEN,Google Play,neutral,0.0,"Customer Feedback, App Source"
improve more,3,2024-03-04,DASHEN,Google Play,positive,0.4404,Uncategorized
tremendous,5,2024-03-04,DASHEN,Google Play,neutral,0.0,Uncategorized
ለመግባት (login) ቀርፋፋ ነው ።,1,2024-03-04,DASHEN,Google Play,neutral,0.0,Uncategorized
i like this,3,2024-03-03,DASHEN,Google Play,positive,0.3612,Customer Feedback
longin fails repeatedly,3,2024-02-28,DASHEN,Google Play,negative,-0.4215,Uncategorized
one of the best app i have ever seen it's simple to use,5,2024-02-26,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability"
personal scored,5,2024-02-25,DASHEN,Google Play,neutral,0.0,Uncategorized
welcome,4,2024-02-22,DASHEN,Google Play,positive,0.4588,Uncategorized
needs to be underrated. bad service,1,2024-02-20,DASHEN,Google Play,negative,-0.5423,"Login & Access, Customer Support, Negative Feedback, Feature Request"
its nice,5,2024-02-12,DASHEN,Google Play,positive,0.4215,Customer Feedback
mudeme,5,2024-02-12,DASHEN,Google Play,neutral,0.0,Uncategorized
the upgraded amole lite app is nice. i’ve loved it. but #ussd cannot be adjusted for new customers especially those who do not have smartphones. you need to improve this one,5,2024-02-11,DASHEN,Google Play,positive,0.8519,"Login & Access, Customer Feedback, Transaction Speed, UI & Usability"
past,5,2024-02-10,DASHEN,Google Play,neutral,0.0,Uncategorized
open,1,2024-02-09,DASHEN,Google Play,neutral,0.0,Functionality
awesome,5,2024-02-06,DASHEN,Google Play,positive,0.6249,Uncategorized
receipt downloading is not avialable in this version,1,2024-02-05,DASHEN,Google Play,neutral,0.0,Uncategorized
not reliable!,1,2024-02-04,DASHEN,Google Play,neutral,0.0,Uncategorized
the last update doesn't work when you chose account to send money on lower android version,1,2024-02-04,DASHEN,Google Play,negative,-0.296,"Transaction Usage, Developer Feedback, Feature Request, Functionality"
exchange rate is not real,5,2024-02-03,DASHEN,Google Play,neutral,0.0,Uncategorized
good security,5,2024-02-03,DASHEN,Google Play,positive,0.6486,Customer Feedback
"it's good app but i can not see the history of transactions on the app and also updated one is not good can't send always says, choose account",5,2024-02-02,DASHEN,Google Play,negative,-0.2867,"UI & Usability, Feature Request, Developer Feedback, Transaction Usage, Customer Feedback"
its good,5,2024-02-02,DASHEN,Google Play,positive,0.4404,Customer Feedback
happy day,4,2024-02-01,DASHEN,Google Play,positive,0.5719,UI & Usability
"disabled taking screenshots so there's no way to share payment confirmation screenshot with people. when you think the app couldn't get any worse, somehow these people find a way to do so.",1,2024-02-01,DASHEN,Google Play,positive,0.3128,"UI & Usability, Functionality"
too technical.,1,2024-02-01,DASHEN,Google Play,neutral,0.0,Uncategorized
🥰🥰🥰🥰,5,2024-02-01,DASHEN,Google Play,positive,0.9837,Uncategorized
fast and secured,5,2024-02-01,DASHEN,Google Play,positive,0.4019,Transaction Speed
good but it need additional work it is slow in respond,3,2024-01-31,DASHEN,Google Play,positive,0.2382,"Login & Access, Customer Feedback, Feature Request, Functionality"
my best,5,2024-01-31,DASHEN,Google Play,positive,0.6369,Customer Feedback
"l am old customer of dashen bank, i started to use this app almost for five month, in those time i didn't saw any negative on this app, its interesting and you can pay and recieve payment easily. from ethiopian banks i give five star its always seek new technology than ever bank.",5,2024-01-31,DASHEN,Google Play,positive,0.8657,"Customer Feedback, Transaction Speed, UI & Usability, App Source"
its nice please add reprint to get the receit,5,2024-01-31,DASHEN,Google Play,positive,0.6249,Customer Feedback
amole 100%,5,2024-01-31,DASHEN,Google Play,neutral,0.0,Transaction Speed
i like it this app,4,2024-01-31,DASHEN,Google Play,positive,0.3612,"Customer Feedback, UI & Usability"
smart and best always !,5,2024-01-30,DASHEN,Google Play,positive,0.8016,Customer Feedback
dashed bank a...,5,2024-01-29,DASHEN,Google Play,neutral,0.0,Customer Feedback
ያማችኋል አይሰራም,1,2024-01-22,DASHEN,Google Play,neutral,0.0,Uncategorized
since i started using this app its speed and reliability is great as well. it incorporates all technologies. i am very impressed with the modern work you are doing with little effort.,5,2024-01-22,DASHEN,Google Play,positive,0.8622,"App Platform, Customer Feedback, UI & Usability, Functionality"
"it doesn't work, it keeps saying ""there was a problem submitting your request. please try again later"" how come banking app service down all the time. it is very irritating.",1,2024-01-17,DASHEN,Google Play,negative,-0.5709,"Customer Support, UI & Usability, Functionality, Customer Feedback, Transaction Speed, App Purpose"
excellent quality applications dashen bank for ever,5,2024-01-15,DASHEN,Google Play,positive,0.5719,"Customer Feedback, UI & Usability, App Source"
way,5,2024-01-13,DASHEN,Google Play,neutral,0.0,Uncategorized
this is the most ridiculous thing i have ever seen they are on maintenance everyother day,1,2023-12-31,DASHEN,Google Play,negative,-0.4201,Uncategorized
well improved!,4,2023-12-29,DASHEN,Google Play,positive,0.6696,Uncategorized
keeps hanging ..,3,2023-12-24,DASHEN,Google Play,neutral,0.0,Uncategorized
it's exceptional,5,2023-12-24,DASHEN,Google Play,neutral,0.0,Uncategorized
dashen bank amole lite essy to use and the connection is fast.,5,2023-12-23,DASHEN,Google Play,neutral,0.0,"Customer Feedback, Transaction Speed, UI & Usability, App Source"
ita fantastic,5,2023-12-23,DASHEN,Google Play,positive,0.5574,Uncategorized
it is best app,5,2023-12-19,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability"
top,5,2023-12-18,DASHEN,Google Play,positive,0.2023,Uncategorized
dashen bank is app 🥰👌,5,2023-12-18,DASHEN,Google Play,positive,0.9251,"Customer Feedback, UI & Usability, App Source"
<> መፈክራችው እና ስራችው አይገናኝም ። በጣም የሚያስጠላ app ነው። ቀድሞ ያልዘመና ነው በአጠቃላይ ጊዜ እና ገንዘብ የሚያከስር app ነው ። keep our time unless uses this app,1,2023-12-18,DASHEN,Google Play,neutral,0.0,"Transaction Speed, UI & Usability"
i am very comfortable with the efficiency,5,2023-12-15,DASHEN,Google Play,positive,0.7264,Uncategorized
"i tried to use this app for long and failed to do so. initially, i able to use it even though with difficulty (very slow, need of login and logout) now and then. then i couldn't use it. i tried to reset with one of the dashen branch bank but failed",1,2023-12-11,DASHEN,Google Play,negative,-0.8074,"Login & Access, App Source, UI & Usability, Feature Request, Customer Feedback"
⭐️⭐️⭐️⭐️⭐️,5,2023-12-08,DASHEN,Google Play,neutral,0.0,Uncategorized
too slow!,1,2023-12-05,DASHEN,Google Play,neutral,0.0,Feature Request
a best tecnology appl.,5,2023-11-26,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability"
this app no working 1 star,1,2023-11-23,DASHEN,Google Play,negative,-0.296,"UI & Usability, Functionality"
this app works so good. but i don't get it why it never show incoming fund transfer report? have you notice this?,3,2023-11-23,DASHEN,Google Play,positive,0.408,"Customer Feedback, Transaction Speed, UI & Usability, Functionality"
it sስሎው አፕፕ ፕሊስ ቸንግ አንድ ፋሰት,1,2023-11-22,DASHEN,Google Play,neutral,0.0,Uncategorized
there is always room for improvement and an opportunity to adopt! keep improving and keep evolving. i would love to see external services provided by the amole app to utilize and actively operate our banking account. option to invest in ideas that could build ethiopian creativity. yosef ke dallas,4,2023-11-22,DASHEN,Google Play,positive,0.9565,"Customer Support, UI & Usability, Developer Feedback, Customer Feedback, Transaction Speed, App Purpose"
"even though i am a long-time dashen bank admirer, i find this app hard to use compared to other banks' mobile apps. it has a problem refreshing account balance, i needed to log out and login to see the updated account balance. overall, user friendliness of the app needs a serious upgrade. i will improve my rating once problems are addressed.",1,2023-11-22,DASHEN,Google Play,positive,0.3818,"Login & Access, App Source, UI & Usability, Feature Request, Developer Feedback, Functionality, Customer Feedback, Transaction Speed, App Purpose"
"very fast ,secure and simply to use i like amole",5,2023-11-15,DASHEN,Google Play,positive,0.6344,"Customer Feedback, Transaction Speed, UI & Usability"
the best of the best app,5,2023-11-12,DASHEN,Google Play,positive,0.8555,"Customer Feedback, UI & Usability"
ለአጠቃቀም አመቺ እና ቀላል የሆነ የሞባይል መተግበሪያ ነው ።,5,2023-11-12,DASHEN,Google Play,neutral,0.0,Uncategorized
it is a reliable and safe application.,5,2023-11-11,DASHEN,Google Play,positive,0.4404,UI & Usability
"best app, it saves traveling cost plus work time forgone. simply bank in your home and hand 🙏",5,2023-11-11,DASHEN,Google Play,positive,0.8126,"Customer Feedback, Transaction Speed, UI & Usability, Functionality"
it is compatible.,4,2023-11-11,DASHEN,Google Play,neutral,0.0,Uncategorized
it's very good app but always try to open requested update...,4,2023-11-11,DASHEN,Google Play,positive,0.2724,"Customer Feedback, UI & Usability, Feature Request, Functionality"
please how can i fix my app it keep saying application error i have tried to uninstall and install again nothing has changed please help,1,2023-11-10,DASHEN,Google Play,positive,0.0869,"UI & Usability, Functionality"
"it is too slow application than any one of ethiopian mobile banking apps. please make it fast, and its feature beautiful. i am a dashen bank customer and user of this app. thank you.",2,2023-11-10,DASHEN,Google Play,positive,0.8271,"App Source, UI & Usability, Feature Request, Functionality, Customer Feedback, Transaction Speed, App Purpose"
not working sometimes,3,2023-11-09,DASHEN,Google Play,neutral,0.0,"Transaction Speed, Feature Request, Functionality"
the best one of the internet banking apps i've come across in ethiopia. only thing i would like to see added is the ability to get a receipt after the payment has been payed or transferred. since it only gives a receipt right at the moment of payment and after that there is no way to get a receipt.,5,2023-11-08,DASHEN,Google Play,positive,0.7783,"Customer Feedback, Transaction Speed, UI & Usability, App Purpose"
ምንድን ነው password 🔑 expired የሚለው,5,2023-10-17,DASHEN,Google Play,neutral,0.0,Uncategorized
worst app ever all it does is load and fail plus your customer service on front are not supporting,1,2023-10-17,DASHEN,Google Play,negative,-0.8752,"Customer Support, Negative Feedback, UI & Usability"
best app i used it,1,2023-10-14,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability, Functionality"
faster secure and best international creadite card is the frist bank ethiopian bank to apply prophational card.,5,2023-10-13,DASHEN,Google Play,positive,0.765,"Customer Feedback, Transaction Speed, UI & Usability"
excllent,5,2023-10-07,DASHEN,Google Play,neutral,0.0,Uncategorized
this is nice adds that i like it.,5,2023-09-30,DASHEN,Google Play,positive,0.6486,Customer Feedback
it is simple and fast.,5,2023-09-29,DASHEN,Google Play,neutral,0.0,"Transaction Speed, UI & Usability"
vary good,2,2023-09-27,DASHEN,Google Play,positive,0.4404,Customer Feedback
amazing banking app.,5,2023-09-26,DASHEN,Google Play,positive,0.5859,"Customer Feedback, UI & Usability, App Purpose"
best app ever,5,2023-09-10,DASHEN,Google Play,positive,0.6369,"Customer Feedback, UI & Usability"
ashabul,5,2023-09-10,DASHEN,Google Play,neutral,0.0,Uncategorized
best easy and secure app thank you,5,2023-09-08,DASHEN,Google Play,positive,0.9001,"Customer Feedback, UI & Usability"
best app ever!,5,2023-09-03,DASHEN,Google Play,positive,0.6696,"Customer Feedback, UI & Usability"
"why not we can pay bill,directly from main account, difficult to transfer repeatedly.",5,2023-09-02,DASHEN,Google Play,negative,-0.2969,"Transaction Speed, Developer Feedback"
"aside of some of it's major flows, the worst one yet is that it doesn't give you the full detail of your transaction history. like the receiver's name and account number. you've to take a screenshot to document it or send it to the receiver as a confirmation.",2,2023-09-02,DASHEN,Google Play,negative,-0.3744,"Customer Feedback, Negative Feedback, Developer Feedback, Functionality"
good app for use simple and easy,5,2023-09-01,DASHEN,Google Play,positive,0.7003,"Customer Feedback, UI & Usability"
ባጠቃላይ ባንኩ እወደዋለሁኝ,5,2023-08-31,DASHEN,Google Play,neutral,0.0,Uncategorized
"like your slogan, you are one step ahead.",5,2023-08-31,DASHEN,Google Play,positive,0.3612,Customer Feedback
loved,5,2023-08-30,DASHEN,Google Play,positive,0.5994,Uncategorized
